Egyptian Coffee Shop,"25-09 Steinway St Astoria, NY 11103",(917)837-8726,
City Bear Coffee & Wine,"1487 Broadway Brooklyn, NY 11221",(347)435-0394,https://www.citybearbk.com
Vineapple,"71 Pineapple St Brooklyn, NY 11201",(347)799-1701,http://www.vineapple.com
Rustic Table,"504 W 42nd St New York, NY 10036",(212)244-0744,http://www.rustictablenyc.com
Brooklyn Herborium,"1301 Prospect Ave Brooklyn, NY 11218",(917)909-0569,http://Brooklynherborium.com
Bean & Bean,"71 Broadway New York, NY 10006",(212)422-8083,http://beannbean.com/
Bean Square,"210-21 Northern Blvd Bayside, NY 11361",(718)423-8083,
Ovenly,"210 Flatbush Ave Brooklyn, NY 11217",(888)899-2213,http://www.oven.ly
Roll’n Chill,"90 Kent Ave Brooklyn, NY 11215",,
Effy’s Kitchen,"1567 Lexington Ave New York, NY 10029",(212)427-8900,http://effyskitchen.com
Baskin-Robbins,"7016 Northern Blvd Jackson Heights, NY 11372",(718)672-1433,
Moment Cafe 小苏州,"157-02 45th Ave Queens, NY 11355",(718)353-8537,https://momentcafe.nyc
Intersect by Lexus - NYC,"412 W 14th St New York, NY 10014",(212)230-5832,https://www.intersect-nyc.com
Charter Coffeehouse,"309 Graham Ave Brooklyn, NY 11211",(347)721-3735,http://www.chartercoffee.com
Astoria Cafe,"2608 Hoyt Ave S Queens, NY 11102",,
ViVi Bubble Tea,"607 9th Ave New York, NY 10036",(212)956-0288,http://www.vivibubbletea.com
Lagman House,"2612 E 14th St Brooklyn, NY 11235",(718)872-5979,http://Lagmanhouse.com
Bohaus,"406 Marcus Garvey Blvd Brooklyn, NY 11216",(347)256-4864,http://bohausbk.com
Ground Central,"888 8th Ave New York, NY 10019",(917)265-8557,http://ground-central.com
Bean & Bean,"318 8th Ave New York, NY 10001",(646)869-2070,http://beannbean.com/
Catmint Wheel Cake,"124 Macdougal St Manhattan, NY 10012",(646)590-0128,http://www.catmintwheelcake.com
Greecologies,"379 Broome St New York, NY 10013",(212)941-0100,http://www.greecologies.com
The Cake Pusher,"53 East 34th St Ste 506 New York, NY 10016",(347)627-0222,https://www.thecakepusher.com
Eugene J. Candy Co.,"16 Wilson Ave Brooklyn, NY 11237",(718)381-1050,http://www.eugenej.com
Cofesta,"33 W 26th St New York, NY 10010",,https://cofesta-nyc.business.site
Quinoa Kitchen,"287 Bedford Ave Brooklyn, NY 11211",(718)486-5150,http://www.quinoa.kitchen
Café Martin,"355 5th Ave Brooklyn, NY 11215",(347)261-6836,
Pink Moose,"1070 1st Ave New York, NY 10022",(212)256-0788,http://www.pinkmoose.net
Patisserie Florentine,"280 E 10th St New York, NY 10009",(212)995-0300,http://www.patisserieflorentine.com
Coffee & Green,"2106 36th Ave Queens, NY 11106",(718)606-8414,
Tea Shop & Bakery,"61-09 Utopia Pkwy Fresh Meadows, NY 11365",(718)886-6889,
Mini Galaxy Play Café,"178-02 Jamaica Ave 2FL Queens, NY 11432",(718)880-2861,http://www.minigalaxyplaycafe.com
Bella Cholulita,"276 Knickerbocker Ave Brooklyn, NY 11237",(718)576-6671,http://bellacholulita.business.site
Iva Sweet Parlour,"892 Wyckoff Ave Queens, NY 11237",(347)365-3489,
Mixtape Bushwick,"1533 Myrtle Ave Brooklyn, NY 11237",(718)381-5248,http://mixtapebushwick.com
T Baar,"4823 8th Ave Brooklyn, NY 11220",(877)648-2227,http://tbaar.com
Birch Coffee,"71 W Houston St New York, NY 10012",(212)686-1444,http://birchcoffee.com/locations/soho/
Buunni Coffee,"3702 Riverdale Ave Bronx, NY 10463",(718)548-8700,https://www.buunnicoffee.com
Gotan,"37 W 20th St New York, NY 10011",(347)230-5257,http://www.gotannyc.com
Pret A Manger,"750 8th Ave New York, NY 10007",(212)382-3491,http://www.pret.com/en-us
Dek Sen,"8608 Whitney Ave Elmhurst, NY 11373",(718)205-5181,
Lady M Cake Boutique,"30 Rockefeller Plz Ste U New York, NY 10111",(212)452-2222,https://www.ladym.com
Uncle Drink,"32-55 Steinway St Astoria, NY 11103",(646)515-9688,
Zibetto Espresso Bar,"1 Park Ave New York, NY 10016",(929)431-3787,http://www.zibettoespresso.com
The Russian Tea Room,"150 W 57th St New York, NY 10019",(212)581-7100,http://www.russiantearoomnyc.com/
Macdonough Café,"83 Saratoga Ave Brooklyn, NY 11233",(347)221-0295,http://macdonoughcafe.nyc
Flushing Ice Cream Factory,"135-15 40th Rd Flushing, NY 11354",(718)886-2575,http://www.flushingicecreamfactory.com
Best Coffee Shop,"117 Water St New York, NY 10304",(718)556-9565,
Made Nice,"8 W 28th St New York, NY 10001",(212)887-1677,http://www.madenicenyc.com
The Little Owl,"90 Bedford St New York, NY 10014",(212)741-4695,http://thelittleowlnyc.com
533 Dekalb Gourmet Deli,"994 Bedford Ave Brooklyn, NY 11205",(718)797-2029,http://www.dekalbdeli.com
Nam Nam,"109 Montrose Ave Brooklyn, NY 11206",(718)302-9200,http://namnamcafe.weebly.com/
FIKA,"41 W 58th St New York, NY 10019",(212)832-0022,http://www.fikanyc.com
Madcap Cafe,"387 Court St Brooklyn, NY 11231",(929)337-6117,https://madcapcafebk.com
This Chick Bakes,"31-31 48th Ave Unit B Long Island City, NY 11101",(718)706-6616,http://www.thischickbakes.com/
Master Grill,"262 Cypress Ave Bronx, NY 10454",(718)292-8888,http://www.mastergrillnyc.com
Juicy Cube,"166 W 72nd St New York, NY 10023",(212)799-2888,http://juicy-cube.com
FullTime NetCafe,"7314 13th Ave Brooklyn, NY 11228",(347)681-8882,http://fulltime-netcafe.business.site
GoFish Sushi Box,Located in Urbanspace At 570 Lex,,http://www.gofishsushibox.com
Ninth Street Espresso,Located in The Lombardy,(646)559-4793,http://www.ninthstreetespresso.com/midtown
Variety Coffee Roasters,"1269 Lexington Ave New York, NY 10028",(212)289-2104,https://varietycoffeeroasters.com
Thinking Cup Cafe,"201 Warren St Jersey City, NJ 07302",(201)721-5544,http://thinkingcupcafe.business.site
Prospect Provisions,"597 4th Ave Brooklyn, NY 11215",(347)763-2777,https://www.prospectprovisions.net
Twist It Top It,"66-02 Fresh Pond Rd Ridgewood, NY 11385",(929)337-6163,http://www.twistittopit.com/
Go Cups,"1838 2nd Ave New York, NY 10128",(212)289-2929,
The Chocolate Room,"269 Court St Brooklyn, NY 11231",(718)246-2600,http://www.thechocolateroombrooklyn.com
Bagel Story,"8501 3rd Ave Brooklyn, NY 11209",(866)572-2435,https://www.thebagelstory.com
Cafe Boulis,"30-15 31st Ave Astoria, NY 11106",(718)806-1014,http://www.cafeboulis.com
Pisillo Italian Cafe,"99 Nassau St New York, NY 10038",,
Spot Dessert Bar,"39-16 Prince St Flushing, NY 11354",(917)285-2278,http://www.spotdessertbar.com
Runner & Stone,"285 3rd Ave Brooklyn, NY 11215",(718)576-3360,http://www.runnerandstone.com/
Felix Roasting Co,"450 Park Ave S New York, NY 10016",,http://felixroastingco.com
Intelligentsia Coffee,"180 10th Ave New York, NY 10011",(212)933-9736,http://www.intelligentsiacoffee.com/location/high-line-hotel
Peddler,"300 Lafayette St New York, NY 10012",(646)645-2225,http://www.peddlerny.com
Roth Bar,"548 W 22nd St Inside Hauser & Wirth Hauser & Wirth New York, NY 10011",,https://www.hauserwirth.com/news/1031/roth-bar-at-hauser-wirth-new-york-22nd-street/view
One Girl Cookies,"33 Main St Brooklyn, NY 11201",(347)338-1268,http://www.onegirlcookies.com/dumbo
Dolce Brooklyn,"305 Van Brunt St Brooklyn, NY 11231",(718)855-0680,http://www.dolcebrooklyn.com
The Point Cafe and Bascom Catering,"940 Garrison Ave New York, NY 10474",(718)542-4824,
Cool Fresh Juice Bar,"333 6th Ave New York, NY 10014",(727)687-5291,
